Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2503,0,760.0,816.296247614073,139.48444699963147,2401.7895890001455,47798.0,33.67256693428512,0.0,760,910,1000,1100,1400,1600,1800,2000,2200,2400,2400
,Aggregated,2503,0,760.0,816.296247614073,139.48444699963147,2401.7895890001455,47798.0,33.67256693428512,0.0,760,910,1000,1100,1400,1600,1800,2000,2200,2400,2400
