Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,6957,1236,7900.0,8605.48414204397,2.4839480001901393,31102.64419500072,39306.07416990082,52.130134213469304,9.261584862418868,7900,12000,14000,15000,18000,20000,25000,30000,30000,31000,31000
,Aggregated,6957,1236,7900.0,8605.48414204397,2.4839480001901393,31102.64419500072,39306.07416990082,52.130134213469304,9.261584862418868,7900,12000,14000,15000,18000,20000,25000,30000,30000,31000,31000
