Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2172,0,160.0,191.26124851565163,112.03805999957694,1111.3340920001065,47798.0,4.528262259617255,0.0,160,180,200,220,280,370,470,580,1100,1100,1100
,Aggregated,2172,0,160.0,191.26124851565163,112.03805999957694,1111.3340920001065,47798.0,4.528262259617255,0.0,160,180,200,220,280,370,470,580,1100,1100,1100
