Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,438,0,170.0,201.67134138583683,121.78664499970182,620.3242800002045,47798.0,4.550911717400763,0.0,170,180,200,230,300,460,590,600,620,620,620
,Aggregated,438,0,170.0,201.67134138583683,121.78664499970182,620.3242800002045,47798.0,4.550911717400763,0.0,170,180,200,230,300,460,590,600,620,620,620
